71500,82800,4410
68700,86400,4370
77100,93500,4460
73200,92600,4690
75100,98400,4700
78400,104000,4250
74400,106000,5300
77200,111000,5290
70700,115000,5610
71900,117000,5850
70000,122000,5990
71000,127000,6240
35200,8950,1720
33500,8540,1810
37900,10400,1870
42600,11400,1900
44100,11800,1920
41600,10900,1950
27900,7320,1850
49300,12100,1890
53800,14200,1960
54000,14200,2020
54500,14300,2070
50700,13300,2100
50400,12800,2130
52100,13300,2170
53200,13400,2200
53900,14100,2250
54700,14300,2280
55800,14600,2250
56200,15000,2210
56600,15200,2180
38400,11300,2150
40600,11800,2220
42800,12200,2300
41600,12200,2310
37200,11600,2340
41600,13000,2360
47600,15800,2540
46500,16500,2690
46800,17100,2890
43100,18100,2920
36700,16600,3020
35300,16300,3080
34400,16000,3110
34300,17400,3170
33700,17500,2970
34600,16200,3290
33000,16900,3540
32300,17400,3670
33500,19700,3930
32600,21500,3800
35800,24400,3940
36000,24400,4060
36100,24700,4110
2.17,2.7,0.11
2.17,2.74,0.11
2.26,2.73,0.11
2.11,2.78,0.11
2.35,2.73,0.11
2.58,2.75,0.12
2.43,2.58,0.11
2.54,2.59,0.11
2.9,2.8,0.13
3.21,2.84,0.13
4.41,2.82,0.16
6.64,2.92,0.22
7.02,2.97,0.23
6.09,2.5,0.19
5.8,2.25,0.18
3.67,2.44,0.13
3.15,2.51,0.12
6.13,2.39,0.17
5.8,2.31,0.15
6.15,2.36,0.15
6.11,2.42,0.16
7.58,2.49,0.19
7.9,2.46,0.19
9.95,2.5,0.21
13.1,2.74,0.29
16.4,2.81,0.38
16.2,2.86,0.37
13.6,2.9,0.32
12.4,2.93,0.27
11.8,2.94,0.25
15.5,3.02,0.3
15.9,2.94,0.31
10.9,3.14,0.21
14.1,3.26,0.25
13.5,4.21,0.24
13.7,4.35,0.25
12.8,4.48,0.24
12.4,4.51,0.24
15.3,4.47,0.29
20.2,4.61,0.39
24,4.67,0.45
26,4.72,0.48
26,4.76,0.48
149,32,9.48
157,34.8,10.1
198,33.6,9.7
218,34.9,10.1
182,34,9.75
227,34.1,10.1
189,33.8,10.5
212,35.5,11
201,37.7,12.3
191,42.6,13.6
189,46.3,15
195,46.1,14.3
241,50.6,16.2
162,46.9,14.4
193,47.5,15.5
172,48.8,16
190,48.3,15
211,48.3,15.2
243,48.4,15.9
241,45.1,14.7
245,44.9,14.7
248,44.9,14.9
246,45,15.1
232,45.3,15
250,45.9,15.8
259,47.1,16.4
264,47,17.1
256,46.5,17.4
252,45.6,17.9
257,45.6,18.5
279,48.4,18.7
294,49,19.2
286,49.2,19.2
298,49.5,20.1
311,49.9,20.8
306,50.4,20.7
305,50.7,20.7
322,51.1,21.1
323,51.3,21.4
332,50.7,21.7
353,49.8,22.2
372,53.1,23.1
374,53.4,23.3
91200,108000,26800
91700,111000,27300
92700,114000,28300
97100,119000,29400
96900,119000,29300
95600,125000,29800
102000,134000,30700
105000,139000,31900
107000,139000,31100
113000,139000,31300
110000,136000,30600
107000,129000,30300
105000,129000,30000
107000,130000,30300
107000,141000,31800
100000,135000,31200
110000,128000,30900
115000,127000,30300
121000,137000,32200
119000,141000,31100
113000,137000,32900
116000,130000,32700
119000,132000,33400
122000,137000,32800
131000,141000,34200
128000,128000,34100
144000,134000,35100
145000,123000,34500
147000,116000,36200
150000,118000,37200
148000,118000,37500
139000,118000,40000
131000,122000,41800
144000,129000,45700
161000,131000,46100
165000,131000,47600
176000,133000,50000
183000,132000,52400
196000,130000,51000
186000,124000,46100
194000,116000,50700
199000,112000,49000
197000,114000,47300
10900,1640,516
10900,1700,544
11700,1750,568
12800,1800,596
13900,1850,625
15200,1890,660
15700,1910,662
16300,1910,680
16900,1940,695
17600,1960,707
18700,1970,732
19100,1950,735
19600,1950,745
19700,1970,773
19800,2000,785
20100,2020,801
20200,2020,806
20400,2040,817
20500,2240,803
20100,2290,777
20700,2260,771
21600,2090,688
11000,1970,591
5180,1720,508
2880,1730,434
3620,1680,422
2680,1700,432
3430,1690,423
3560,1620,416
3200,1640,399
3660,1640,410
3730,1650,416
3200,1720,426
3570,1800,419
3830,1880,532
4540,1930,534
4580,1980,576
5290,2010,729
5790,2030,718
4660,1930,720
4230,1910,709
4830,1920,722
4820,2000,701
161000,105000,36700
162000,108000,38100
168000,113000,38500
178000,112000,36800
187000,115000,39000
194000,116000,40500
197000,116000,40800
210000,112000,37900
206000,107000,37000
212000,106000,36800
222000,104000,36300
223000,105000,35900
230000,106000,35600
218000,110000,34900
224000,111000,35900
238000,112000,36700
239000,114000,37400
250000,114000,36800
259000,114000,38200
274000,121000,40000
278000,124000,42700
280000,125000,42200
283000,123000,41400
287000,121000,41800
293000,120000,41900
303000,119000,41500
313000,120000,44500
323000,122000,44500
343000,122000,46000
352000,122000,46700
358000,126000,47700
371000,128000,47800
382000,127000,45900
391000,123000,45900
407000,125000,47900
412000,127000,48800
408000,125000,46000
428000,125000,45400
431000,123000,45200
437000,122000,44800
421000,121000,43900
429000,123000,46600
429000,125000,48100
54100,11900,5350
56300,12100,5580
58600,12100,5650
61900,12200,5920
59500,12300,6040
57200,12300,5900
62400,12300,6070
59700,12400,6090
61800,12800,6140
64200,13000,6220
62300,13100,6210
59100,13000,6030
56900,13200,5780
56900,13200,5690
58800,13400,5740
60200,13500,5440
59000,13500,5220
59600,13300,4980
58200,13400,5180
58200,13100,4780
62800,13000,4760
66500,13000,4780
61400,12800,4620
61500,12800,4660
62000,12300,4560
65100,12100,4550
69000,11900,4640
68600,11600,4570
69200,11500,4610
67200,11400,4570
67900,11300,4480
72600,11100,4530
74500,11200,4430
79800,11100,4460
80800,10800,3890
82000,10700,3850
79700,10600,3800
77500,10500,3740
78200,10600,3800
70300,10300,3700
76900,10500,3840
76300,10300,3840
75400,10100,3770
35000,18500,1810
35100,19100,1900
37400,18800,1960
40900,21300,2080
44200,22900,2160
49000,24900,2280
51500,27000,2280
54100,28700,2350
56900,30500,2380
56900,20500,2400
60000,20800,2470
61800,20800,2480
63200,21000,2510
65000,21100,2620
66600,21200,2680
68000,22300,2740
70200,21000,2800
72500,20400,2850
76400,32500,2830
76600,32100,2760
56800,24800,2570
55300,23200,2380
44100,18600,2200
36900,8980,1910
32900,8490,1790
32100,8460,1720
26900,8410,1650
25600,8640,1710
25600,9050,1710
26500,9820,1800
28100,9890,1840
26700,10200,1970
26500,10200,2080
29000,10600,2220
28700,10800,2240
30500,11800,2340
30900,12900,2310
28100,14800,2370
31000,18400,2460
25900,17900,2530
24800,17900,2510
28000,18100,2580
29400,18600,2630
2770,107,37.8
2820,116,37.9
3320,121,40.1
3670,130,44.1
2890,122,36.7
3530,125,43.1
2980,121,43.7
3290,137,46.1
3530,132,48.6
3310,136,45.9
3120,142,46.6
3180,149,50.2
2620,154,51
2040,143,41.3
2120,144,45.7
1890,133,40.8
1990,133,40.7
2170,135,43.6
2300,139,47.6
2520,144,50.2
2580,147,51.1
2510,147,50.9
2200,146,50.4
2100,147,48.5
2270,151,51.6
2600,156,61.8
2930,164,70.4
2830,164,69
2700,165,78.6
2530,165,74.8
2370,171,67.4
2470,172,70
2480,174,69.7
2800,180,76.3
2830,184,78.1
2780,187,79.9
2860,194,82.5
3070,196,88.8
3150,197,92.1
3190,195,94
3450,191,101
3740,212,110
3750,215,110
2960,977,23.9
2980,983,24.5
3570,1010,27
4510,1180,30.8
5320,1320,33.9
5490,1260,38.1
5960,1330,42.7
6570,1490,48.2
6960,1530,51.8
7430,1630,54.2
7530,1640,55.8
8060,1750,61.9
8500,1690,64.3
8830,1700,69.6
9090,1790,71
10800,2050,76
12700,2030,89.9
12300,2070,84
12600,2170,88.5
12500,2250,91.8
12900,2320,95.2
12700,2120,95.3
13200,2320,101
13100,2470,101
13200,2480,103
13300,2500,104
13900,2590,107
14700,2700,109
15500,2820,122
15700,2880,116
15900,2920,120
16600,3020,123
17500,3150,133
18000,3220,137
15200,3850,132
16500,4240,139
16300,4440,150
19100,4620,155
18400,4910,149
18900,4970,148
19100,5160,150
19800,5190,151
19800,5190,153
106000,3350,8240
100000,3320,7980
102000,3520,8350
103000,4140,8430
102000,4370,8280
105000,5210,8890
102000,5590,9220
103000,5770,9770
105000,6180,10300
106000,6870,10800
100000,7710,9800
101000,7510,9770
102000,8170,10300
95700,7750,10600
98300,8110,11000
99600,9370,11200
101000,10400,11700
98600,11700,12100
98200,12300,12700
100000,13500,13600
99400,14200,13700
97900,13500,14500
98000,15100,14700
96400,15900,15000
96500,17200,15700
96700,21100,17000
97000,21400,17500
97400,23100,17000
95900,23600,17000
99100,25200,18200
99700,27200,18200
100000,31900,18800
103000,33600,19100
104000,35200,19500
102000,36200,20100
105000,39600,20400
107000,41900,20800
109000,45600,22000
114000,51600,21600
116000,55900,21500
118000,61000,22300
122000,61200,21600
120000,62300,21700
494,124,60.2
494,127,54.1
549,123,57
619,127,56.9
505,122,50
649,115,48.4
602,116,51.5
641,121,49.6
690,120,56.4
625,124,53.9
625,129,57.4
653,127,58.5
635,125,59.2
673,125,56.8
776,127,58.4
853,123,54.7
959,127,57.5
1030,127,67.5
943,128,67
963,136,69.4
967,136,67
1020,136,68.2
1010,135,68.5
914,130,64
889,130,64.4
912,129,65.6
925,131,66.4
1000,129,66.8
1090,126,68.7
1120,125,70
1210,130,69.8
1200,124,65.8
1190,119,56.1
1210,116,55.6
1220,114,56.5
1200,112,56.2
1180,108,53.9
1230,115,54.4
1210,115,54.8
1220,122,56.4
1270,118,58.5
1350,125,60.4
1330,125,60.4
66000,15200,13900
66200,16000,14500
71000,16500,15000
76900,16900,15800
80800,17500,16400
89500,18000,16800
90700,18100,16700
94500,18300,16900
96400,18600,17000
101000,18900,17000
102000,19000,17100
106000,19100,17000
106000,19300,16900
106000,19700,17700
105000,20100,17600
104000,20400,17700
105000,20600,17600
105000,21000,17600
103000,20800,17100
99500,21200,16200
109000,21100,13500
105000,20500,12000
94700,19900,10800
81900,18700,10300
69900,17000,9370
62500,15900,9300
63300,15700,9350
63600,15400,9410
62000,15400,9180
59800,15200,9080
58000,14600,8960
56700,14500,8930
56900,14400,8600
57500,15400,8630
62700,15900,9090
63700,16400,9790
68200,17200,10300
64800,17500,10800
67800,18000,11400
65500,18900,11300
70900,19000,11400
66800,19500,25800
67700,19400,26100
140000,18600,9180
130000,18400,9840
142000,18200,10000
147000,18500,10100
145000,18800,11700
128000,18500,9620
138000,18500,9630
135000,18700,11000
140000,18500,11400
149000,18600,11600
138000,18600,11700
126000,18600,12100
118000,18600,11300
109000,18500,12000
111000,18700,13000
109000,18900,12700
110000,18500,12400
110000,18100,11800
112000,17200,11100
113000,17300,10700
116000,17300,8210
120000,17500,8170
118000,17400,7820
116000,17200,8030
121000,17400,8590
123000,17700,8920
128000,17200,9510
125000,17000,9270
128000,16800,9410
124000,17100,9410
125000,17300,9070
124000,16900,8970
118000,16700,8750
125000,16900,7850
122000,17500,7880
118000,17100,8020
116000,17000,8040
112000,16900,8250
116000,17000,8270
105000,17200,7670
112000,16900,8800
104000,16900,8750
99300,16800,8540
222,94.1,71.3
219,105,64.5
267,109,67.7
292,112,68.6
275,122,70.4
306,126,72.8
262,125,69.9
315,128,71.4
315,127,75.7
306,128,75.7
340,134,77.9
258,135,75.1
241,136,75.6
246,133,78.1
276,134,79.8
285,131,81
379,129,82.6
428,131,91.8
355,134,91
427,149,93
500,161,98.8
532,163,98.4
500,175,103
479,161,99.2
487,165,91.6
504,142,85.2
508,143,87.9
670,155,92.3
618,158,103
691,165,112
699,157,117
822,173,119
789,180,116
787,184,117
805,186,118
790,189,118
799,207,121
828,218,122
817,227,125
855,249,131
949,250,136
943,254,135
948,258,135
1560,320,483
1600,371,495
1670,471,521
1770,486,550
1760,499,530
1860,559,563
1910,376,577
1950,438,594
2000,465,628
2050,521,640
2150,547,670
2220,457,690
2280,530,718
2370,523,773
2430,537,813
2520,632,848
2410,568,773
2440,518,767
2500,470,760
2530,417,758
2680,414,836
2740,367,856
2810,398,884
2870,404,911
3070,411,993
2970,419,965
3120,1100,1080
3170,1390,1140
3220,1340,1100
3400,1470,1270
3470,1570,1160
3610,1880,1200
3710,2170,1330
3790,2430,1350
3910,2590,1390
4030,2840,1430
4180,3900,1470
4310,4430,1520
4470,4400,1570
4610,4710,1600
4770,5080,1660
4930,5310,1670
5090,5470,1700
263,21.5,5.1
264,22.1,5.16
369,23,5.63
382,23.6,5.81
331,22.4,6.55
449,23,7.35
364,22.3,8.29
409,24.4,8.68
375,23,9.19
342,23.3,8.85
371,24.7,9.63
382,25.3,9.08
379,27.8,9.69
435,29,10.7
457,29,11.9
394,25.2,10.3
412,23.6,10.1
449,24.2,10.6
620,25.9,14.6
748,28,16.1
537,24.9,12.2
481,24.2,11.7
389,22.9,10.3
390,22.8,10.3
409,22.8,10.6
416,22.9,10.7
433,23.2,11.1
387,22,10.5
377,21.6,11.6
379,22,12.3
435,25.1,13.2
450,25.2,13.6
449,25.2,13.3
468,25.3,13.7
487,25.4,14.5
471,25.1,15
467,25.5,15
452,23.4,14.7
463,23.3,15.4
468,22.5,15.8
498,21.4,16.7
544,24,18.4
545,23.9,18.5
520,685,71.8
529,684,72.5
530,533,73.3
541,693,75
550,719,76.5
564,706,79.1
574,625,81.2
585,333,82.7
598,667,87.2
598,492,87
666,614,102
674,610,107
695,609,110
715,741,113
742,686,119
752,678,118
775,611,122
801,561,126
723,579,122
721,655,124
736,737,132
722,742,133
719,681,130
714,613,130
724,839,132
815,746,154
859,761,160
840,856,162
838,823,163
857,840,165
688,616,158
672,635,157
775,559,153
687,552,157
797,599,162
868,613,166
867,680,164
903,737,165
830,804,162
837,1070,155
838,1170,156
848,1360,159
857,1370,159
9120,3070,1840
12400,3820,1930
14800,4520,2040
13500,4210,2080
12300,3980,2270
12900,4550,2380
14500,5140,2500
13100,4930,2630
15500,5600,2890
13800,5030,3050
13300,4930,3120
13000,5270,3070
12800,5530,3040
14300,5650,3360
13800,5240,3130
14600,5030,3320
13100,4770,3070
13500,4960,3240
15300,5280,3340
17200,6170,3450
16300,6530,3140
17400,6800,3270
18900,7340,3320
23900,8710,3440
23200,9170,3670
16800,8340,3930
16700,8150,3930
18600,8920,4140
16400,8650,4240
16300,8220,4230
16000,8290,4390
16000,7760,4360
16700,8260,4620
17600,9000,4850
19000,9660,5010
19600,10400,5050
19800,11200,5190
20300,12100,5320
20900,13200,5370
20900,13900,5650
21900,15200,5840
22700,16500,5990
23800,17000,6180
15700,3090,1050
15800,3110,1060
14700,3130,1040
16100,3180,1070
17300,3360,1120
17800,3500,1140
16200,3480,1130
17600,3550,1140
17200,3570,1120
16900,3630,1100
16700,3590,1090
19100,3880,1120
21000,4190,1130
22400,4490,1140
22100,4590,1170
22900,4650,1110
23200,4580,1100
22200,4610,1090
21700,4400,1080
22100,4440,1040
24600,4820,1040
22000,4450,957
16300,4020,904
13700,3660,860
3370,1780,712
3580,1610,627
4470,1440,552
8800,2110,651
11100,2370,798
11000,2400,841
14300,2460,881
14100,2500,819
14900,2560,838
15200,2900,834
16100,2980,897
16900,3130,933
18700,3480,967
19700,3440,966
21600,3750,974
21500,3800,985
22100,3810,972
24900,3950,1020
24400,3890,980
2220,114,1000
2310,115,1040
2660,122,1190
2770,128,1230
3030,126,1340
3340,168,1470
3690,681,1620
3960,773,1750
3720,887,1650
3670,946,1630
3710,564,1670
3860,1470,1700
3870,1540,1690
3690,1510,1610
3540,1500,1530
3340,1610,1430
3310,1850,1410
3300,1920,1400
3620,2290,1530
3870,2530,1640
4170,2990,1770
3610,2960,1510
3390,3590,1380
3150,3540,1250
3450,3400,1400
4030,3530,1680
3650,3170,1520
3690,3380,1540
3850,4080,1590
4110,4130,1700
4130,4400,1720
3960,4100,1640
3410,4280,1380
3330,4200,1350
3350,4320,1360
3480,4620,1420
3510,4620,1430
3470,4570,1410
3600,4630,1470
3770,4430,1560
4170,5200,1690
3970,4820,1630
4130,5000,1600
186000,110000,52300
188000,110000,54100
195000,121000,57500
199000,139000,58600
209000,149000,64600
216000,157000,67400
232000,175000,72900
238000,183000,76500
239000,196000,75300
246000,210000,77900
267000,210000,84300
272000,194000,83800
279000,193000,83900
285000,183000,84000
300000,187000,87800
301000,195000,89400
306000,218000,91000
313000,223000,94300
320000,225000,95300
328000,227000,99400
324000,228000,94300
338000,237000,96800
348000,240000,102000
358000,250000,106000
372000,259000,113000
384000,278000,117000
376000,301000,112000
379000,321000,116000
380000,331000,118000
384000,341000,119000
389000,362000,124000
401000,364000,128000
418000,362000,134000
439000,361000,147000
458000,376000,151000
466000,378000,153000
464000,384000,154000
455000,399000,156000
466000,418000,160000
467000,391000,158000
478000,442000,166000
482000,459000,171000
480000,473000,168000
36100,9120,110
32700,8280,106
40400,10100,113
42700,10800,115
32500,8620,106
27000,7450,99.7
25000,7210,98
22900,6780,95.8
28500,8070,101
19000,5820,93.3
19500,6460,97.2
7600,3650,86.5
10500,4460,91
10300,4590,91.9
4180,3180,85.5
3990,3160,87.3
3400,3040,83.6
3590,3110,86.3
3530,3250,86.5
3580,3230,86.7
3740,3400,87.3
4610,3710,89.8
4660,3900,92.7
4180,4070,94.2
4340,4370,96.5
4470,4700,98.1
4450,4930,101
4480,5480,107
4430,4700,108
4700,4630,112
4900,4930,116
5220,4930,120
4920,4830,118
5280,5740,123
4970,5290,124
4850,5180,122
5590,7720,136
5420,7320,137
6370,8090,141
5480,8030,136
5180,7360,133
5380,7540,135
5250,7310,136
70600,11700,7590
70500,12100,7540
72900,12500,7960
74200,12800,7930
75600,13000,8140
80500,13400,9140
81500,13800,8970
84400,13900,9090
87300,15400,8930
90500,15700,9370
93600,16000,9530
89500,16000,9900
91600,16300,9730
90600,16200,9650
89000,16300,9000
91400,15900,9070
92600,15900,8930
92900,15800,8710
92000,15500,9250
90900,15300,8670
82300,15600,7840
63100,17100,6630
60200,16300,4960
60900,15400,4210
59300,13000,4230
60200,10600,3880
61100,10700,4060
56900,10400,3780
53200,10300,3290
47600,10200,3070
47300,10100,3370
49300,9820,3420
46700,9600,3090
52600,9750,3080
50900,9750,3400
52000,9500,3360
53400,9470,2980
57300,9440,3000
54300,9250,3140
46200,9020,2810
48800,8890,2740
54000,9030,2790
53800,8840,2730
4690,1670,446
4700,1680,449
4490,1600,527
4310,1500,486
4360,1560,506
4470,1610,580
4610,1650,528
4700,1680,557
4880,1760,564
5070,1810,655
5230,1850,678
5460,1960,662
5600,2050,685
5750,2120,666
5940,2200,646
6550,2490,670
6720,2610,696
6890,2690,854
7080,2790,881
7250,2860,899
7310,2950,763
7550,3100,908
7870,3220,920
8150,3360,961
8460,3520,1100
8750,3650,1150
9080,3800,1180
9500,4050,1450
9820,4190,1330
9780,4270,1280
8920,3810,1240
9340,3930,1290
9390,4000,1210
11400,4920,1320
12100,5030,1380
12800,5110,1470
13300,5290,1540
13900,5470,1730
14600,5700,2050
15000,5820,2000
15600,5980,2170
16000,6100,2250
16300,6240,2330
1660,640,233
1650,644,228
1710,658,248
1750,690,243
1770,667,249
1810,718,272
1830,727,254
1860,731,267
1890,720,273
1930,737,318
1790,667,336
1680,599,324
1720,606,352
1750,616,344
1800,597,341
1780,621,361
1920,675,359
1940,663,432
1980,679,487
2020,638,519
1930,658,437
1970,668,518
2030,697,517
2070,696,540
2040,624,636
1980,634,660
2000,609,665
2030,594,761
2080,613,684
1880,554,640
1910,540,602
2280,645,687
2390,666,693
2440,694,772
2750,696,785
2870,719,777
3030,744,781
3130,760,850
3260,799,900
3420,841,861
3610,904,937
3780,956,988
3910,997,1030
21600,1910,389
17800,1770,392
14300,1640,437
10200,1500,457
8190,1380,470
9710,1180,543
9500,916,525
9140,817,652
8930,775,572
7240,678,598
11500,814,633
10900,898,658
13100,1100,668
13300,1200,685
9840,1240,706
12800,1390,776
13400,1490,779
12700,1560,901
15400,1670,873
15900,1790,841
15800,1830,944
15100,1870,884
15400,2010,862
16100,2070,874
14400,2070,894
17700,2280,1500
17400,2280,1660
17800,2350,1770
17900,2280,1990
18500,2360,1940
17800,2450,2000
18000,2390,2190
18500,2450,2250
20000,2590,2420
19000,2550,2420
20800,2750,2690
21500,2850,3000
21800,2910,3500
22100,2960,3950
23600,3130,4130
24000,3110,4170
25100,3140,4490
24800,2990,4680
4570,900,1710
4770,948,1790
4680,983,1720
4690,1030,1710
4840,1010,1760
5100,1270,1850
5340,1190,1950
5650,1650,2150
5900,1790,2250
6120,1940,2310
6800,2070,2610
6990,2220,2640
6790,2350,2450
15500,4700,2440
15700,4920,2490
15300,4830,2810
20300,5840,2920
18300,5320,2970
9940,3370,3080
15100,4820,3180
15700,4810,3250
15700,4590,3220
15900,4410,3260
17000,4810,3300
37100,10300,3390
35100,10200,3400
31400,9610,3450
29200,9600,3540
27600,9880,3640
26400,9670,3970
24600,9820,4230
23800,9410,4260
22700,9010,4120
22600,8900,4270
23200,9200,4390
23800,9260,4450
23900,9490,4400
23900,10500,4390
23600,10800,4030
23700,11400,4060
21500,10800,3730
21600,10500,4180
21600,10600,4170
363000,100000,22400
370000,101000,23600
389000,101000,24800
408000,102000,27100
416000,96800,27900
405000,89600,28000
418000,87600,29200
432000,86600,31000
435000,87800,34000
450000,92200,35900
455000,94100,36400
435000,91900,36800
416000,90900,34000
411000,91900,37000
431000,103000,39000
432000,109000,39200
421000,106000,34100
434000,107000,33900
465000,113000,32800
481000,109000,35100
456000,107000,37200
449000,110000,37000
461000,117000,37600
459000,121000,37800
476000,126000,40300
489000,118000,41600
502000,126000,43800
519000,126000,41600
525000,117000,35600
536000,122000,34700
558000,125000,34400
548000,119000,33000
555000,119000,32800
574000,120000,33400
567000,121000,34000
563000,122000,34100
551000,120000,34400
576000,120000,33700
569000,118000,33700
537000,116000,33200
549000,116000,34000
556000,115000,35300
564000,117000,36500
71.1,40.9,19.7
70.6,40.8,19.1
71.9,44.1,20.5
70.2,48.4,19.8
69.2,50.1,18.4
68.7,54.1,18.7
68.5,78.5,20.6
69.3,82.7,20.9
73.7,89.1,23.2
78.8,111,25.3
78,109,30.3
78.8,115,28.1
77.1,45.4,28.6
71.9,48.3,24.3
73.9,57.4,26.2
78.2,59,26.9
78.9,32.7,29.4
86,42.3,36.9
96.2,47.5,40.3
102,45.5,42
105,45.6,42
109,50.2,45.1
121,49,56.9
124,47.8,56.3
123,43.8,46.9
133,47.2,59.7
125,49.6,43.3
132,55.2,49.7
140,52.4,56.2
145,54.1,58.6
148,77.6,57.2
152,66.9,59.7
155,67.9,60
159,69.4,61.3
173,71.5,64.5
185,73.4,69.5
192,73.3,74.1
202,80.8,79.4
215,83.3,85.4
221,82.5,88.3
226,88.3,91.2
229,92.1,92.2
233,93.8,93.2
46.9,10.8,2.15
47.1,11.9,2.2
68.5,12.5,2.32
72.5,13.1,2.49
62.6,13.6,2.71
79.9,14.2,2.74
62.3,14.8,3.04
73.2,15.9,3.26
62.8,16.2,3.31
62.5,16.8,3.33
64.6,17.6,3.52
88.2,18.9,3.76
82.5,19.8,3.89
89.3,24.2,5.07
97.7,15.9,3
84.7,15.6,2.87
96.4,16,3.04
107,16.3,3.12
215,18.2,5.59
224,18.6,5.39
225,19.8,5.56
232,19.9,5.87
230,20.4,6.1
195,20.4,5.34
224,22,6.36
248,23.3,7.04
254,24.4,7.22
226,24.6,7.01
220,25.3,7.93
220,26.7,8.06
231,28.8,7.86
247,29.8,8.19
243,30.6,7.98
248,31.3,8.16
273,32.1,8.95
269,32.7,8.98
265,33.7,8.78
290,35.4,9.81
298,36.5,10.2
304,36.1,10.2
322,36.2,10.8
344,35.4,12
345,35.9,12
1240,434,137
1300,455,138
1370,479,143
1400,504,160
1500,536,168
1520,541,179
1580,572,180
1710,619,192
1840,695,196
2230,870,229
2370,942,216
2440,976,221
2580,1030,232
2830,1160,231
2780,1130,227
2870,1180,237
2980,1220,252
3020,1230,312
3090,1270,290
3200,1320,295
3200,1350,247
3450,1470,287
3540,1510,293
3600,1540,301
3730,1590,352
3840,1660,370
3960,1710,359
4110,1780,418
4250,1840,384
4330,1900,378
4490,1970,371
4610,2030,387
4730,2090,379
4860,2150,401
5050,2200,403
5240,2260,399
5410,2320,407
5750,2460,444
5720,2470,466
5880,2540,452
6010,2610,489
6470,2820,508
6540,2850,523
6220,2370,228
6350,2370,230
6750,2520,250
6200,2240,250
5210,1820,257
5360,1900,278
5540,2030,280
5880,2230,301
6190,2290,309
6390,2350,366
6510,2390,396
6640,2440,378
6770,2480,393
6750,2480,379
5750,2020,335
5780,2070,353
6060,2180,394
6360,2280,476
6650,2400,440
6950,2520,448
7130,2610,429
7300,2660,488
7440,2710,503
7520,2750,482
7660,2790,634
7850,2880,667
7980,2940,675
8750,3220,786
8930,3360,709
9140,3370,739
9320,3440,703
9640,3560,747
9980,3640,765
10600,3730,962
11400,3800,994
11900,3890,1010
12100,3980,1020
13000,4140,1150
13500,4240,1110
13700,4340,1070
14100,4450,1140
14400,4540,1180
14700,4640,1220
27900,26000,3630
30300,35700,3590
31500,42100,3750
31500,44100,3690
29600,38000,3800
27000,39400,3760
27600,45300,3720
25800,34600,3750
26300,34000,3850
27900,35100,3980
27700,31000,4020
25400,22500,4070
21600,19900,4030
22000,18700,4110
23300,18800,4210
22500,17000,4090
22700,15700,4360
23000,15700,4520
27700,15600,4690
33500,16000,4710
33200,17300,4790
31600,16700,4810
32700,17800,5130
34600,17900,5320
37800,19400,5590
41500,20200,5860
47800,20500,6050
55000,20500,6190
55600,20300,6240
58500,20700,6410
54400,20700,6820
52200,20900,6950
52300,20700,7020
53900,20500,7240
58700,21500,7460
59900,21400,7470
61400,21500,7550
69800,22500,8090
72600,23000,8500
69200,23200,7640
73600,21500,7800
80300,22600,7920
78700,22900,7990
957000,967000,139000
961000,1010000,143000
1020000,1020000,148000
